Value of N, Comparisons of O(n), Comparisons of O(M + log n), Comparisons of O(log n)
135000,40354,1332,0
135100,40451,1369,0
135200,40582,1414,0
135300,40451,1361,0
135400,40678,1384,0
135500,40663,1398,0
135600,40578,1416,0
135700,40756,1261,0
135800,40829,1370,0
135900,40821,1385,0
136000,41185,1398,0
136100,40886,1345,0
136200,40756,1375,0
136300,40867,1282,0
136400,40758,1315,0
136500,40733,1421,0
136600,40644,1316,0
136700,41059,1383,0
136800,41118,1380,0
136900,41010,1421,0
137000,41142,1380,0
137100,41381,1373,0
137200,41421,1407,0
137300,40933,1350,0
137400,41145,1387,0
137500,41375,1410,0
137600,41065,1413,0
137700,41300,1368,0
137800,41224,1408,0
137900,41499,1416,0
138000,41595,1383,0
138100,41002,1374,0
138200,41548,1405,0
138300,41629,1438,0
138400,41550,1381,0
138500,41516,1380,0
138600,41488,1388,0
138700,41640,1440,0
138800,41644,1343,0
138900,41771,1405,0
139000,41825,1443,0
139100,41916,1385,0
139200,41911,1446,0
139300,42316,1402,0
139400,41945,1451,0
139500,41681,1349,0
139600,41927,1321,0
139700,42043,1442,0
139800,41952,1383,0
139900,42108,1369,0
140000,42075,1455,0
140100,41662,1394,0
140200,41786,1367,0
140300,41988,1447,0
140400,42144,1336,0
140500,41850,1416,0
140600,42040,1453,0
140700,42124,1420,0
140800,42033,1386,0
140900,42556,1356,0
141000,42507,1411,0
141100,42355,1440,0
141200,42582,1453,0
141300,42521,1410,0
141400,42293,1432,0
141500,42298,1386,0
141600,42544,1428,0
141700,42514,1416,0
141800,42529,1456,0
141900,42923,1386,0
142000,42393,1376,0
142100,42641,1451,0
142200,42653,1401,0
142300,42650,1471,0
142400,42781,1423,0
142500,42585,1519,0
142600,42846,1417,0
142700,42971,1443,0
142800,42763,1404,0
142900,42801,1459,0
143000,42584,1450,0
143100,42780,1422,0
143200,42923,1417,0
143300,43073,1428,0
143400,43002,1528,0
143500,43071,1378,0
143600,42982,1489,0
143700,43045,1384,0
143800,43122,1425,0
143900,43436,1483,0
144000,43129,1470,0
144100,43255,1449,0
144200,43617,1524,0
144300,43477,1447,0
144400,43442,1383,0
144500,43276,1475,0
144600,43539,1509,0
144700,43629,1383,0
144800,43528,1445,0
144900,43606,1371,0
145000,43574,1459,0
145100,43579,1411,0
145200,43683,1442,0
145300,43319,1387,0
145400,43688,1457,0
145500,43733,1548,0
145600,43837,1481,0
145700,43396,1427,0
145800,43791,1461,0
145900,43821,1519,0
146000,43924,1555,0
146100,44158,1504,0
146200,43792,1420,0
146300,43848,1499,0
146400,43845,1496,0
146500,44025,1458,0
146600,44281,1474,0
146700,44222,1452,0
146800,44114,1465,0
146900,44266,1514,0
147000,43960,1482,0
147100,44186,1464,0
147200,44346,1474,0
147300,44429,1524,0
147400,44266,1454,0
147500,44511,1495,0
147600,44491,1489,0
147700,44542,1481,0
147800,44304,1438,0
147900,44242,1518,0
148000,44720,1466,0
148100,44678,1370,0
148200,44326,1432,0
148300,44304,1541,0
148400,44462,1448,0
148500,44501,1549,0
148600,44408,1504,0
148700,44677,1441,0
148800,44776,1512,0
148900,44550,1492,0
149000,44525,1529,0
149100,44609,1508,0
149200,44839,1501,0
149300,45132,1558,0
149400,44919,1505,0
149500,44640,1450,0
149600,44774,1475,0
149700,44784,1517,0
149800,44996,1548,0
149900,44721,1574,0
150000,45118,1482,0
150100,45255,1510,0
150200,44884,1495,0
150300,45040,1451,0
150400,44991,1532,0
150500,45306,1546,0
150600,45487,1455,0
150700,45213,1501,0
150800,45121,1534,0
150900,45507,1514,0
151000,45358,1477,0
151100,45400,1538,0
151200,45260,1556,0
151300,45785,1530,0
151400,45368,1515,0
151500,45515,1578,0
151600,45331,1544,0
151700,45609,1580,0
151800,45492,1516,0
151900,45487,1528,0
152000,45489,1541,0
152100,45729,1526,0
152200,45459,1532,0
152300,45806,1487,0
152400,45641,1577,0
152500,45918,1564,0
152600,45650,1481,0
152700,45767,1569,0
152800,45654,1577,0
152900,45801,1520,0
153000,45841,1525,0
153100,45932,1514,0
153200,46224,1531,0
153300,46034,1584,0
153400,46004,1565,0
153500,45763,1614,0
153600,46018,1535,0
153700,46129,1566,0
153800,46203,1591,0
153900,46266,1586,0
154000,46233,1534,0
154100,46341,1550,0
154200,46083,1522,0
154300,46389,1508,0
154400,46292,1565,0
154500,46437,1524,0
154600,46151,1591,0
154700,46580,1582,0
154800,46435,1484,0
154900,46298,1527,0
155000,46623,1510,0
155100,46477,1512,0
155200,46430,1587,0
155300,46567,1560,0
155400,46487,1523,0
155500,46637,1514,0
155600,46327,1584,0
155700,46820,1581,0
155800,46818,1609,0
155900,46901,1533,0
156000,46973,1667,0
156100,46794,1571,0
156200,47164,1682,0
156300,46912,1595,0
156400,46840,1560,0
156500,46799,1618,0
156600,46680,1563,0
156700,46834,1496,0
156800,47230,1613,0
156900,46730,1627,0
157000,47327,1588,0
157100,46791,1547,0
157200,47393,1619,0
157300,47368,1605,0
157400,47075,1681,0
157500,47379,1607,0
157600,47089,1589,0
157700,47478,1599,0
157800,47491,1559,0
157900,47722,1579,0
158000,47362,1621,0
158100,47483,1630,0
158200,47490,1616,0
158300,47675,1582,0
158400,47597,1597,0
158500,47575,1571,0
158600,47621,1564,0
158700,47579,1629,0
158800,47800,1636,0
158900,47610,1569,0
159000,47833,1575,0
159100,47874,1633,0
159200,47569,1647,0
159300,47862,1633,0
159400,47948,1600,0
159500,47602,1596,0
159600,47837,1610,0
159700,47869,1636,0
159800,47782,1558,0
159900,47897,1599,0
160000,48105,1593,0
160100,47937,1640,0
160200,48007,1556,0
160300,47966,1612,0
160400,48013,1611,0
160500,48064,1586,0
160600,48191,1607,0
160700,48302,1612,0
160800,48495,1582,0
160900,48106,1645,0
161000,48627,1624,0
161100,48375,1673,0
161200,48094,1640,0
161300,48217,1632,0
161400,48242,1644,0
161500,48516,1606,0
161600,48528,1565,0
161700,48807,1632,0
161800,48378,1638,0
161900,48449,1657,0
162000,48852,1606,0
162100,48763,1711,0
162200,48577,1623,0
162300,48754,1675,0
162400,48567,1632,0
162500,48565,1605,0
162600,48799,1612,0
162700,48827,1661,0
162800,49032,1614,0
162900,48802,1705,0
163000,48935,1654,0
163100,48443,1554,0
163200,49079,1553,0
163300,49017,1592,0
163400,48849,1637,0
163500,48986,1687,0
163600,49196,1623,0
163700,48961,1631,0
163800,49168,1679,0
163900,49203,1604,0
164000,49080,1652,0
164100,49232,1715,0
164200,49222,1693,0
164300,49241,1661,0
164400,49186,1611,0
164500,49497,1698,0
164600,49334,1621,0
164700,49495,1675,0
164800,49375,1647,0
164900,49246,1652,0
165000,49324,1618,0
165100,49354,1597,0
165200,49306,1685,0
165300,49718,1688,0
165400,49756,1633,0
165500,49694,1699,0
165600,49666,1574,0
165700,49725,1683,0
165800,49346,1621,0
165900,49472,1725,0
166000,50054,1699,0
166100,49748,1651,0
166200,49709,1704,0
166300,50181,1635,0
166400,49937,1611,0
166500,50060,1700,0
166600,49981,1751,0
166700,49902,1701,0
166800,50490,1678,0
166900,49677,1656,0
167000,49783,1624,0
167100,50122,1632,0
167200,50161,1628,0
167300,50360,1688,0
167400,50106,1655,0
167500,50106,1669,0
167600,50391,1693,0
167700,50122,1712,0
167800,50248,1682,0
167900,50439,1690,0
168000,50562,1678,0
168100,50655,1691,0
168200,50612,1746,0
168300,50554,1662,0
168400,50314,1742,0
168500,50691,1641,0
168600,50974,1749,0
168700,50409,1655,0
168800,50696,1665,0
168900,50755,1727,0
169000,50933,1743,0
169100,50717,1711,0
169200,50526,1709,0
169300,50953,1641,0
169400,50774,1684,0
169500,50995,1714,0
169600,50946,1731,0
169700,51013,1695,0
169800,50794,1709,0
169900,50780,1635,0
170000,50848,1631,0
170100,51327,1718,0
170200,51062,1792,0
170300,51097,1655,0
170400,51152,1685,0
170500,51243,1768,0
170600,51112,1747,0
170700,51222,1717,0
170800,51287,1771,0
170900,51469,1747,0
171000,51386,1690,0
171100,51017,1712,0
171200,51261,1731,0
171300,51204,1703,0
171400,51302,1765,0
171500,50943,1668,0
171600,51202,1690,0
171700,51555,1753,0
171800,51370,1743,0
171900,51615,1746,0
172000,51778,1767,0
172100,51757,1685,0
172200,51654,1684,0
172300,51683,1702,0
172400,51708,1761,0
172500,51835,1811,0
172600,51739,1702,0
172700,51619,1756,0
172800,51746,1706,0
172900,51967,1721,0
173000,51882,1734,0
173100,51994,1778,0
173200,51874,1863,0
173300,52262,1766,0
173400,52200,1814,0
173500,52287,1702,0
173600,52270,1784,0
173700,52246,1775,0
173800,52341,1707,0
173900,52481,1726,0
174000,52294,1768,0
174100,52180,1675,0
174200,52299,1795,0
174300,52077,1679,0
174400,52456,1732,0
174500,52389,1769,0
174600,52329,1728,0
174700,52097,1812,0
174800,52385,1748,0
174900,52253,1766,0
175000,52303,1678,0
175100,52777,1701,0
175200,52645,1824,0
175300,52476,1754,0
175400,53091,1770,0
175500,52283,1759,0
175600,52712,1764,0
175700,52838,1750,0
175800,52417,1743,0
175900,52822,1734,0
176000,52893,1813,0
176100,52568,1789,0
176200,52862,1739,0
176300,52938,1792,0
176400,52684,1791,0
176500,52897,1790,0
176600,52905,1745,0
176700,52819,1839,0
176800,53054,1704,0
176900,52795,1783,0
177000,52982,1796,0
177100,53284,1786,0
177200,53036,1801,0
177300,53486,1756,0
177400,53802,1794,0
177500,53231,1729,0
177600,53502,1769,0
177700,53436,1782,0
177800,53386,1817,0
177900,53256,1758,0
178000,53614,1749,0
178100,53627,1781,0
178200,53414,1813,0
178300,53741,1797,0
178400,53563,1804,0
178500,53696,1838,0
178600,53618,1788,0
178700,53870,1799,0
178800,53640,1780,0
178900,53645,1774,0
179000,53629,1841,0
179100,53619,1771,0
179200,53857,1757,0
179300,54093,1824,0
179400,54136,1804,0
179500,54133,1780,0
179600,53569,1865,0
179700,54049,1756,0
179800,53789,1745,0
179900,54229,1820,0
180000,53865,1806,0
180100,53787,1741,0
180200,54367,1829,0
180300,54375,1746,0
180400,54254,1816,0
180500,54442,1825,0
180600,54045,1757,0
180700,54199,1829,0
180800,54525,1832,0
180900,54222,1845,0
181000,54403,1818,0
181100,54517,1789,0
181200,54202,1824,0
181300,54306,1830,0
181400,54226,1839,0
181500,54147,1785,0
181600,54617,1803,0
181700,54595,1880,0
181800,54521,1836,0
181900,54434,1843,0
182000,54438,1800,0
182100,54850,1843,0
182200,54481,1757,0
182300,54825,1840,0
182400,54631,1801,0
182500,54869,1902,0
182600,54961,1810,0
182700,55016,1817,0
182800,55017,1842,0
182900,54790,1784,0
183000,54643,1822,0
183100,55057,1834,0
183200,55140,1833,0
183300,54914,1879,0
183400,54833,1851,0
183500,54802,1758,0
183600,55032,1920,0
183700,55009,1884,0
183800,55129,1865,0
183900,55183,1810,0
184000,55231,1846,0
184100,55390,1880,0
184200,55165,1790,0
184300,55102,1906,0
184400,55315,1856,0
184500,55465,1832,0
184600,55682,1920,0
184700,55295,1876,0
184800,55274,1803,0
184900,55369,1871,0
185000,55916,1858,0
185100,55369,1887,0
185200,55521,1929,0
185300,55711,1920,0
185400,55168,1870,0
185500,55535,1888,0
185600,55668,1861,0
185700,55854,1809,0
185800,55883,1871,0
185900,55770,1846,0
186000,56062,1887,0
186100,55583,1825,0
186200,56033,1859,0
186300,55858,1799,0
186400,55922,1884,0
186500,55786,1820,0
186600,56144,1875,0
186700,56052,1883,0
186800,55779,1845,0
186900,56300,1910,0
187000,56140,1880,0
187100,55649,1839,0
187200,56055,1923,0
187300,56306,1888,0
187400,56403,1845,0
187500,56566,1894,0
187600,55980,1933,0
187700,56347,1849,0
187800,56205,1986,0
187900,56484,1961,0
188000,56279,1946,0
188100,56332,1943,0
188200,56656,1936,0
188300,56697,1960,0
188400,56594,1915,0
188500,56942,1942,0
188600,56869,1895,0
188700,56424,1955,0
188800,56471,1859,0
188900,56739,1839,0
189000,56527,1920,0
189100,56613,1886,0
189200,56705,1929,0
189300,56739,1882,0
189400,57166,1869,0
189500,56674,1926,0
189600,56549,1987,0
189700,56757,1906,0
189800,57082,1910,0
189900,57059,1869,0
190000,57202,1935,0
190100,56941,1830,0
190200,57166,1923,0
190300,57048,1851,0
190400,57153,1836,0
190500,57038,1891,0
190600,56928,1841,0
190700,56931,1918,0
190800,56922,1899,0
190900,57502,1872,0
191000,57417,1975,0
191100,57432,1960,0
191200,57750,1938,0
191300,57421,1941,0
191400,57503,1947,0
191500,57228,1962,0
191600,57200,1844,0
191700,57254,1940,0
191800,57468,1913,0
191900,57014,1847,0
192000,57757,1906,0
192100,57686,1923,0
192200,57920,1986,0
192300,57687,1960,0
192400,57776,1908,0
192500,58126,1954,0
192600,57491,1932,0
192700,58342,1968,0
192800,57754,1905,0
192900,57721,1899,0
193000,58066,1910,0
193100,57909,2003,0
193200,57825,1955,0
193300,58193,1969,0
193400,58403,1896,0
193500,58150,1859,0
193600,58137,1916,0
193700,58215,1929,0
193800,57806,1882,0
193900,57720,1992,0
194000,58345,1915,0
194100,58446,1968,0
194200,58253,1941,0
194300,57983,1965,0
194400,58461,1937,0
194500,58564,2009,0
194600,58200,1986,0
194700,58535,1816,0
194800,58800,1953,0
194900,58262,1945,0
195000,58532,1928,0
195100,58149,1896,0
195200,58403,1918,0
195300,58550,1914,0
195400,58674,2018,0
195500,58634,2020,0
195600,58570,1864,0
195700,58387,1937,0
195800,58773,1927,0
195900,58358,1940,0
196000,58851,1947,0
196100,58722,1889,0
196200,58603,2039,0
196300,58903,1888,0
196400,58940,2010,0
196500,58957,1949,0
196600,58839,1972,0
196700,59131,1972,0
196800,58931,1929,0
196900,58887,1975,0
197000,59217,2043,0
197100,59295,1935,0
197200,58941,1979,0
197300,59162,1985,0
197400,59211,1989,0
197500,59181,2010,0
197600,59100,1951,0
197700,59414,1975,0
197800,59399,1950,0
197900,59282,1924,0
198000,59352,1948,0
198100,59769,1914,0
198200,59510,1971,0
198300,59170,1936,0
198400,59678,1997,0
198500,59574,2018,0
198600,59443,2015,0
198700,59769,2054,0
198800,59864,1975,0
198900,59554,1991,0
199000,59895,2031,0
199100,59914,2007,0
199200,59611,2022,0
199300,60265,1967,0
199400,60045,1993,0
199500,59704,2042,0
199600,60061,2042,0
199700,60594,2113,0
199800,59992,2045,0
199900,59783,1985,0
200000,59801,1982,0
200100,59954,2127,0
200200,59998,2055,0
200300,60079,1974,0
200400,60073,2039,0
200500,60313,1967,0
200600,60294,1972,0
200700,60269,2026,0
200800,60722,2047,0
200900,60351,2013,0
201000,60712,2001,0
201100,60678,2051,0
201200,60171,1940,0
201300,60301,1995,0
201400,60435,2065,0
201500,60984,1951,0
201600,60477,2013,0
201700,60679,1993,0
201800,60422,2065,0
201900,60394,1961,0
202000,60660,1989,0
202100,60692,2033,0
202200,60892,2088,0
202300,60833,2076,0
202400,60941,1996,0
202500,61088,2081,0
202600,60882,2032,0
202700,61195,2093,0
202800,60905,2009,0
202900,60814,2005,0
203000,60697,2036,0
203100,60959,2008,0
203200,60808,2033,0
203300,60838,2016,0
203400,60773,1999,0
203500,61343,2049,0
203600,61129,2006,0
203700,60997,2132,0
203800,61428,2065,0
203900,61118,1999,0
204000,61387,2060,0
204100,61169,2103,0
204200,61335,1991,0
204300,61355,2040,0
204400,61030,2041,0
204500,61171,1981,0
204600,61257,2061,0
204700,61294,2001,0
204800,61106,1991,0
204900,61371,2126,0
205000,61218,2117,0
205100,61188,2074,0
205200,61564,2078,0
205300,61586,2003,0
205400,61672,2081,0
205500,61991,2107,0
205600,62180,2164,0
205700,61794,2067,0
205800,61470,2193,0
205900,61815,2084,0
206000,61477,2125,0
206100,61790,2080,0
206200,61632,2028,0
206300,61615,2168,0
206400,61924,2086,0
206500,61602,2046,0
206600,61796,2001,0
206700,62067,2059,0
206800,62327,2110,0
206900,61695,2154,0
207000,62053,2016,0
207100,62316,2121,0
207200,61891,2039,0
207300,61998,1995,0
207400,62046,2103,0
207500,62388,2107,0
207600,62500,2055,0
207700,62280,2139,0
207800,62353,2094,0
207900,62478,2180,0
208000,62751,2124,0
208100,62464,2081,0
208200,62823,2006,0
208300,62769,2097,0
208400,62572,2093,0
208500,62945,2096,0
208600,62860,2202,0
208700,62661,1995,0
208800,62552,2062,0
208900,62833,2119,0
209000,62662,2107,0
209100,62368,2093,0
209200,62506,2033,0
209300,62894,2179,0
209400,62511,2088,0
209500,62612,2166,0
209600,62907,2100,0
209700,63381,2066,0
209800,62558,2068,0
209900,63168,2091,0
210000,63030,2123,0
210100,63186,2114,0
210200,63282,2087,0
210300,62813,2062,0
210400,63067,2101,0
210500,63294,2219,0
210600,63385,2139,0
210700,63231,2144,0
210800,63378,2116,0
210900,63482,2121,0
211000,63275,2171,0
211100,63435,2095,0
211200,63417,2155,0
211300,63290,2095,0
211400,63268,2124,0
211500,63655,2102,0
211600,63098,2108,0
211700,63224,2210,0
211800,63520,2102,0
211900,63769,2189,0
212000,63525,2118,0
212100,63448,2162,0
212200,63775,2117,0
212300,63980,2219,0
212400,63497,2080,0
212500,63616,2108,0
212600,64093,2147,0
212700,63639,2187,0
212800,63923,2117,0
212900,63791,2085,0
213000,64045,2178,0
213100,64180,2144,0
213200,64217,2020,0
213300,64038,2184,0
213400,64031,2264,0
213500,64118,2305,0
213600,63871,2178,0
213700,64027,2149,0
213800,64066,2178,0
213900,63934,2052,0
214000,63710,2162,0
214100,64120,2189,0
214200,64377,2126,0
214300,64560,2136,0
214400,64486,2076,0
214500,64448,2150,0
214600,64145,2175,0
214700,64310,2185,0
214800,64531,2231,0
214900,64455,2182,0
215000,64130,2245,0
215100,64626,2105,0
215200,64608,2183,0
215300,64266,2224,0
215400,64406,2010,0
215500,64709,2208,0
215600,64641,2197,0
215700,65115,2231,0
215800,64407,2099,0
215900,65224,2156,0
216000,64903,2175,0
216100,64755,2198,0
216200,64897,2145,0
216300,64763,2196,0
216400,65173,2259,0
216500,65081,2175,0
216600,64697,2154,0
216700,64882,2111,0
216800,65256,2271,0
216900,65029,2189,0
217000,64897,2294,0
217100,65062,2106,0
217200,65348,2185,0
217300,65374,2198,0
217400,65620,2272,0
217500,65040,2171,0
217600,65182,2127,0
217700,65540,2192,0
217800,65543,2218,0
217900,65533,2180,0
218000,65197,2202,0
218100,65560,2230,0
218200,65885,2200,0
218300,65681,2310,0
218400,65555,2192,0
218500,65608,2184,0
218600,65803,2251,0
218700,65375,2126,0
218800,65805,2202,0
218900,65668,2187,0
219000,65690,2235,0
219100,65870,2183,0
219200,65613,2152,0
219300,66080,2222,0
219400,65576,2229,0
219500,65705,2183,0
219600,66159,2260,0
219700,66309,2293,0
219800,65947,2178,0
219900,65568,2147,0
220000,66124,2255,0
220100,65982,2161,0
220200,65970,2224,0
220300,66258,2272,0
220400,66080,2210,0
220500,66069,2295,0
220600,66265,2286,0
220700,65891,2205,0
220800,66264,2259,0
220900,66521,2245,0
221000,66600,2266,0
221100,66293,2216,0
221200,66517,2208,0
221300,66537,2228,0
221400,66108,2183,0
221500,66684,2194,0
221600,66091,2221,0
221700,66222,2252,0
221800,66425,2137,0
221900,66705,2230,0
222000,66659,2202,0
222100,66821,2326,0
222200,66546,2278,0
222300,66668,2253,0
222400,67009,2248,0
222500,66487,2103,0
222600,66616,2227,0
222700,66558,2213,0
222800,66750,2320,0
222900,67414,2236,0
223000,66910,2301,0
223100,67068,2201,0
223200,67101,2196,0
223300,66877,2338,0
223400,66857,2161,0
223500,67386,2204,0
223600,67020,2258,0
223700,67161,2279,0
223800,67413,2184,0
223900,67112,2190,0
224000,66819,2211,0
224100,67268,2298,0
224200,67316,2222,0
224300,67064,2276,0
224400,67019,2222,0
224500,67469,2283,0
224600,67557,2273,0
224700,67608,2205,0
224800,67276,2281,0
224900,67302,2268,0
225000,67641,2281,0
225100,67553,2246,0
225200,67916,2342,0
225300,67480,2289,0
225400,67587,2220,0
225500,68244,2179,0
225600,67696,2303,0
225700,68005,2335,0
225800,67728,2289,0
225900,67627,2308,0
226000,67935,2211,0
226100,68031,2221,0
226200,67629,2297,0
226300,67975,2245,0
226400,67904,2285,0
226500,67995,2278,0
226600,67758,2289,0
226700,67943,2280,0
226800,68271,2215,0
226900,67863,2245,0
227000,67976,2262,0
227100,68282,2259,0
227200,67973,2296,0
227300,68213,2340,0
227400,68559,2298,0
227500,68509,2344,0
227600,68239,2393,0
227700,68257,2237,0
227800,68175,2359,0
227900,68170,2213,0
228000,68407,2252,0
228100,68542,2272,0
228200,68252,2247,0
228300,68477,2194,0
228400,68192,2273,0
228500,68623,2342,0
228600,68716,2371,0
228700,69269,2256,0
228800,68599,2294,0
228900,68684,2321,0
229000,68770,2368,0
229100,69068,2300,0
229200,68846,2275,0
229300,68655,2363,0
229400,68959,2279,0
229500,68806,2274,0
229600,69136,2277,0
229700,69045,2357,0
229800,69004,2432,0
229900,68923,2296,0
230000,69096,2323,0
230100,69322,2282,0
230200,69077,2297,0
230300,69152,2398,0
230400,69342,2295,0
230500,69447,2288,0
230600,69479,2393,0
230700,69287,2415,0
230800,69292,2304,0
230900,69271,2289,0
231000,69397,2274,0
231100,69527,2281,0
231200,69336,2254,0
231300,69310,2400,0
231400,69003,2382,0
231500,69530,2269,0
231600,69472,2292,0
231700,69807,2366,0
231800,69802,2305,0
231900,69348,2336,0
232000,69405,2293,0
232100,69838,2363,0
232200,69492,2265,0
232300,69405,2302,0
232400,69724,2259,0
232500,69779,2325,0
232600,69626,2286,0
232700,69681,2389,0
232800,69757,2360,0
232900,69858,2199,0
233000,69672,2348,0
233100,69443,2294,0
233200,69741,2285,0
233300,70093,2324,0
233400,70005,2282,0
233500,69924,2312,0
233600,69958,2329,0
233700,70084,2344,0
233800,70240,2323,0
233900,70536,2316,0
234000,69937,2319,0
234100,70311,2347,0
234200,70385,2416,0
234300,70311,2314,0
234400,70277,2367,0
234500,69991,2307,0
234600,70252,2387,0
234700,70429,2378,0
234800,70214,2298,0
234900,70781,2433,0
235000,70514,2297,0
235100,70428,2386,0
235200,70445,2376,0
235300,70596,2392,0
235400,70595,2340,0
235500,70608,2356,0
235600,71081,2346,0
235700,70615,2414,0
235800,70859,2395,0
235900,70954,2441,0
236000,70889,2352,0
236100,71032,2422,0
236200,70674,2303,0
236300,70852,2417,0
236400,70677,2361,0
236500,70799,2398,0
236600,70606,2347,0
236700,70797,2321,0
236800,70646,2344,0
236900,71104,2363,0
237000,71064,2362,0
237100,71100,2277,0
237200,71319,2332,0
237300,71357,2369,0
237400,71310,2382,0
237500,71548,2452,0
